sequence,operation,main_thread,submission_us,latency_us,error
1133,read,true,36.507,24127.072,
1136,read,true,1909.958,14820.989,
1139,write,true,132.604,20436.297,
1142,read,true,159.755,14428.312,
1145,read,true,163.001,10700.036,
1148,write,true,405.3,25602.565,
1151,read,true,195.201,9169.622,
1154,read,true,42.168,7545.313,
1157,write,true,332.937,13575.201,
1160,read,true,201.733,13493.409,
1163,read,true,65.432,5830.378,
1166,read,true,161.008,5621.852,
1169,write,true,105.936,13800.799,
1172,read,true,211.272,6176.28,
1175,read,true,221.891,9199.928,
1178,write,true,109.984,11634.407,
1181,read,true,170.145,7288.038,
1184,read,true,52.127,8929.387,
1187,write,true,266.244,24789.21,
1190,read,true,156.209,10924.011,
1193,read,true,28.442,7829.681,
1196,read,true,708.612,8420.856,
1199,write,true,141.762,17415.864,
1202,read,true,4100.715,5703.584,
1205,read,true,127.927,5933.369,
1208,write,true,400.972,17285.132,
1211,read,true,1556.212,12486.144,
1214,read,true,49.201,5849.773,
1217,write,true,154.686,16080.09,
1220,read,true,195.754,6705.8,
1223,read,true,35.146,6815.523,
1226,read,true,129.109,9658.387,
1229,write,true,66.703,18686.968,
1232,read,true,179.613,7957.919,
1235,read,true,305.816,8812.701,
1238,write,true,81.801,17861.389,
1241,read,true,144.046,16880.964,
1244,read,true,429.014,20932.206,
1247,write,true,330.612,14944.387,
1250,read,true,159.315,9380.182,
1253,read,true,27.481,6707.553,
1256,read,true,291.339,4940.57,
1259,write,true,375.235,13287.638,
1262,read,true,391.515,7664.384,
1265,read,true,286.55,11865.024,
1268,write,true,168.602,15801.844,
1271,read,true,1331.455,8377.504,
1274,read,true,38.892,9831.859,
1277,write,true,253.9,24454.619,
1280,read,true,149.927,6670.985,
1283,read,true,44.122,4443.76,
1286,read,true,191.865,14454.18,
1289,write,true,68.136,18420.034,
1292,read,true,154.826,24372.848,
1295,read,true,152.031,93099.971,
1298,write,true,110.785,105723.981,
1301,read,true,1580.988,43359.812,
1304,read,true,428.844,76656.217,
1307,write,true,192.347,27782.794,
1310,read,true,148.266,11387.641,
1313,read,true,35.316,18485.446,
1316,read,true,122.547,17176.22,
1319,write,true,90.798,40407.405,
1322,read,true,152.452,4288.291,
1325,read,true,187.799,9407.734,
1328,write,true,108.511,21887.335,
1331,read,true,241.366,9888.584,
1334,read,true,351.631,8234.981,
1337,write,true,718.281,45119.201,
1340,read,true,131.704,29989.711,
1343,read,true,44.793,29819.776,
1346,read,true,152.052,29769.753,
1349,write,true,75.63,29854.09,
1352,read,true,165.105,24594.538,
1355,read,true,151.751,28996.311,
1358,write,true,70.01,49832.6,
1361,read,true,139.437,32619.77,
1364,read,true,48.871,32704.86,
1367,write,true,179.131,38081.917,
1370,read,true,136.993,9028.079,
1373,read,true,32.23,4588.278,
1376,read,true,146.662,4366.637,
1379,write,true,72.153,9209.165,
1382,read,true,439.894,22779.577,
1385,read,true,151.841,13822.549,
1388,write,true,170.015,19559.203,
1391,read,true,130.401,17111.42,
1394,read,true,21.33,17716.611,
1397,write,true,373.792,19682.171,
1400,read,true,140.761,5761.771,
1403,read,true,35.125,8598.845,
1406,read,true,139.258,14115.502,
1409,write,true,76.933,17304.598,
1412,read,true,168.142,3464.748,
1415,read,true,384.693,5971.75,
1418,write,true,112.237,14222.229,
1421,read,true,135.852,7735.155,
1424,read,true,19.586,7581.571,
1427,write,true,150.68,17195.968,
1430,read,true,370.906,14895.236,
1433,read,true,36.878,14504.523,
1436,read,true,116.896,16435.688,
1439,write,true,104.563,33899.972,
1442,read,true,157.823,3931.973,
1445,read,true,121.856,6399.482,
1448,write,true,64.779,40641.569,
1451,read,true,342.575,8719.399,
1454,read,true,45.886,24512.338,
1457,write,true,155.97,17292.156,
1460,read,true,116.084,8326.861,
1463,read,true,28.203,14099.322,
1466,read,true,147.904,7138.169,
1469,write,true,120.503,17697.917,
1472,read,true,114.702,6312.55,
1475,read,true,933.068,7304.839,
1478,write,true,223.203,20552.153,
1481,read,true,150.148,5935.812,
1484,read,true,88.174,6227.293,
1487,write,true,206.943,17337.649,
1490,read,true,130.141,7892.738,
1493,read,true,30.056,8139.675,
1496,read,true,134.569,10348.034,
1499,write,true,83.075,19923.849,
1502,read,true,141.231,12249.225,
1505,read,true,145.429,8056.45,
1508,write,true,114.151,19032.188,
1511,read,true,148.435,18317.754,
1514,read,true,40.164,16829.889,
1517,write,true,182.749,21928.452,
1520,read,true,151.672,7430.462,
1523,read,true,42.819,6903.286,
1526,read,true,118.81,21819.459,
1529,write,true,146.431,21681.634,
1532,read,true,151.952,14785.193,
1535,read,true,161.469,22857.653,
1538,write,true,118.039,25383.721,
1541,read,true,404.469,11160.64,
1544,read,true,5661.064,15454.552,
1547,write,true,325.001,18456.15,
1550,read,true,1575.719,14345.628,
1553,read,true,67.646,12729.887,
1556,read,true,298.733,42800.136,
1559,write,true,80.79,45189.672,
1562,read,true,168.102,32711.071,
1565,read,true,136.823,16868.651,
1568,write,true,72.373,47081.956,
1571,read,true,307.17,8642.126,
1574,read,true,29.845,8348.16,
1577,write,true,307.089,34796.944,
1580,read,true,622.243,12746.387,
1583,read,true,30.727,14858.909,
1586,read,true,112.598,30444.222,
1589,write,true,578.883,49892.15,
1592,read,true,727.308,30818.797,
1595,read,true,170.115,34129.267,
1598,write,true,106.166,49141.67,
1601,read,true,114.642,38001.789,
1604,read,true,31.097,46032.111,
1607,write,true,965.338,29618.744,
1610,read,true,122.266,14552.18,
1613,read,true,19.055,25116.446,
1616,read,true,1069.942,11180.587,
1619,write,true,113.279,42106.882,
1622,read,true,287.973,9828.011,
1625,read,true,127.016,8280.025,
1628,write,true,71.502,24445.252,
1631,read,true,154.085,8514.378,
1634,read,true,34.153,16212.476,
1637,write,true,1274.84,23887.74,
1640,read,true,153.755,38899.602,
1643,read,true,16832.854,34911.656,
1646,read,true,289.897,15271.993,
1649,write,true,78.505,24605.71,
1652,read,true,144.257,9937.725,
1655,read,true,111.216,5860.093,
1658,write,true,73.446,10724.942,
1661,read,true,93.143,8783.968,
1664,read,true,27.661,6402.267,
1667,write,true,254.49,17697.094,
1670,read,true,93.012,7177.513,
1673,read,true,26.44,3701.475,
1676,read,true,443.05,13913.026,
1679,write,true,181.806,19307.637,
1682,read,true,138.336,10888.766,
1685,read,true,116.455,7807.439,
1688,write,true,71.192,32516.291,
1691,read,true,120.114,28561.427,
1694,read,true,26.83,12653.645,
1697,write,true,175.215,12260.726,
1700,read,true,96.128,7277.648,
1703,read,true,38.09,7088.908,
1706,read,true,90.427,7672.54,
1709,write,true,102.661,13146.167,
1712,read,true,103.131,4700.746,
1715,read,true,102.299,5109.222,
1718,write,true,122.366,12390.638,
1721,read,true,106.097,6294.237,
1724,read,true,15.718,5213.815,
1727,write,true,155.298,18952.431,
1730,read,true,108.682,7200.906,
